Time Step,Label Index,Name (NA),2-rKRT-by-DSM (nm),1-rKRT-by-DSM (nm),0-rKRT-by-DSM (nm),0-rKRT-by-face (nm),1-rKRT-by-face (nm),Voxel count,Volume (nm³),Min Feret Diameter (nm),Mean Feret Diameter (nm),Max Feret Diameter (nm),Surface Area (Lindblad 2005) (nm²),Cell
0,54,,1128.007057,1564.63409,769.5817317,769.5817317,1128.007057,11,704,4.000185072,14.60877197,23.56786703,459.584,A
0,55,,7751.88073,7789.130905,8982.798136,7811.725482,7751.88073,11,704,4.000014542,13.31439461,21.7694711,442.752,A
0,56,,4726.135103,4823.47923,5526.444056,4865.101801,4726.135103,11,704,4.000185072,12.99194459,20.37595784,439.072,A
0,57,,463.8103235,806.3150858,1757.138534,837.376831,463.8103235,17,1088,7.171839988,21.4283229,37.56856126,756.128,A
0,58,,724.2541074,152.8921132,105.29957,105.29957,173.712408,19,1216,8.75031402,17.24077736,29.3755089,887.008,A
0,59,,400.9787915,1712.976314,2912.456011,1712.976314,400.9787915,21,1344,7.999915397,20.91538531,35.77833624,873.728,A
0,60,,118.1862928,1114.184897,1637.896162,1118.46316,118.1862928,26,1664,15.99983079,28.7590848,47.15256139,1460.544,A
0,61,,661.404556,1970.230414,2145.49209,1980.69074,661.404556,31,1984,3.999957698,19.13083426,34.40466249,1087.584,A
0,62,,260.768104,1125.4225,3373.700793,1125.4225,260.768104,34,2176,11.9998731,29.41683618,34.60575662,1320.624,A
0,63,,589.3589901,4937.222002,3024.322723,3024.322723,589.3589901,34,2176,8.00014277,20.27514998,37.94438915,1258.688,A
0,64,,446.4437211,1789.453449,1803.866894,1797.291247,446.4437211,37,2368,16.97102639,29.82601074,43.06961819,1779.632,A
0,65,,5053.622772,6476.085218,6538.101388,6493.115052,5053.622772,38,2432,8.000029084,24.45628616,38.66349898,1379.856,A
0,66,,673.6408409,737.6069107,399.0588766,399.0588766,673.6408409,45,2880,22.6271777,42.87477807,48.96363932,3010.944,A
0,67,,724.6737255,3765.394013,2116.502628,2116.502628,724.6737255,46,2944,10.17465823,28.14055069,45.60653463,2011.872,A
0,68,,925.6694966,932.6521422,347.3787444,347.3787444,925.6694966,49,3136,11.9998731,29.01217484,45.60684217,1871.968,A
0,69,,7574.181382,7781.574823,9138.08708,7801.626452,7574.181382,59,3776,8.000029084,28.39615313,44.72114862,2128.608,A
0,70,,304.0526337,4501.736839,2603.950861,2603.950861,304.0526337,98,6272,12.20558351,36.88627457,68.348943,3806.56,A
0,71,,994.6818409,1497.881158,695.8850349,695.8850349,994.6818409,99,6336,12.00010047,36.54253283,58.83931297,3274.56,A
0,72,,480.6329343,817.2343655,1769.592018,847.6697531,480.6329343,102,6528,9.938200186,34.2212004,56.74923079,3327.056,A
0,73,,8422.577594,8410.559531,9491.945093,8433.67161,8410.559531,103,6592,11.99998678,33.49185851,55.73958893,3214.064,A
0,74,,5282.962775,5371.356565,6071.827556,5412.88864,5282.962775,124,7936,12.00010047,32.16393628,57.68572865,3198.704,A
0,75,,2112.090897,3007.420219,3767.503131,3032.601626,2112.090897,131,8384,13.96531169,29.93031765,50.11845676,3143.904,A
0,76,,626.7886192,727.6922247,431.2029773,431.2029773,626.7886192,140,8960,30.74183401,62.10579813,93.35404999,5358.096,A
0,77,,3.999999887,627.0438462,941.0972552,642.171301,3.999999887,156,9984,22.49843875,41.53485197,80.99260188,3970.768,A
0,78,,1154.469601,121.9180064,1526.831966,121.9180064,128.1249382,171,10944,20.00001587,40.66478206,59.40355044,4416.816,A
0,79,,992.9269709,1711.63083,824.9799635,824.9799635,992.9269709,227,14528,16.84966483,42.29240224,62.47592303,5595.52,A
0,80,,6449.601642,6704.064162,8097.173122,6723.078968,6449.601642,270,17280,15.99994448,56.17058624,104.9932839,7711.072,A
0,81,,7990.036465,8165.01597,9536.393918,8185.383194,7990.036465,275,17600,21.60746502,53.59785619,80.03511155,6164.464,A
0,82,,8078.302926,8396.450539,9123.628843,8419.320693,8078.302926,278,17792,13.07167481,45.29249986,85.88286369,6608.48,A
0,83,,7482.04684,7501.669188,8679.561688,7524.362445,7482.04684,281,17984,14.12104297,51.68641897,97.32184657,6946.24,A
0,84,,1024.382755,408.8227001,612.5879395,427.5511856,408.8227001,295,18880,20.30973855,45.87136419,64.06454187,5528.576,A
0,85,,1262.188562,4393.314612,3985.208423,3985.208423,1262.188562,318,20352,20.79125051,65.87782975,114.8229226,7986.208,A
0,86,,7509.902844,7487.681614,8378.66537,7511.273452,7487.681614,329,21056,17.2971142,61.71083429,115.4270248,8720.192,A
0,87,,493.8339657,3820.869097,3538.383908,3538.383908,493.8339657,352,22528,12.00010047,67.5526143,149.7716765,9771.36,A
0,88,,6297.313575,6561.124337,7192.131307,6584.05952,6297.313575,367,23488,19.48935197,47.66180227,90.8673313,7229.12,A
0,89,,922.6136513,2252.042577,2226.437573,2226.437573,922.6136513,368,23552,21.47017247,58.4472951,83.55964262,8963.456,A
0,90,,357.0098102,1542.496648,765.8929349,765.8929349,357.0098102,383,24512,17.17526915,74.05854817,103.0679257,9616.096,A
0,91,,404.3760669,670.5937494,500.8952257,500.8952257,404.3760669,431,27584,16.32369254,50.73509325,112.7069952,9302.944,A
0,92,,7678.987458,7687.838661,8843.52994,7710.606951,7678.987458,470,30080,15.29064825,59.5481099,123.469945,10674.352,A
0,93,,163.9999994,1529.533279,1301.457701,1301.457701,163.9999994,478,30592,24.34892224,60.7861462,99.35801527,10006.096,A
0,94,,642.2211527,954.0733572,506.3595836,506.3595836,642.2211527,482,30848,20.00001587,48.21776249,80.8735572,7431.184,A
0,95,,1075.955424,173.3435937,1981.825335,173.3435937,179.3766984,501,32064,18.18573728,49.02563203,83.22521346,9951.968,A
0,96,,594.2794132,1530.077157,683.4851547,683.4851547,594.2794132,541,34624,22.27851708,60.06658658,102.8315999,8741.536,A
0,97,,716.8151797,233.8204439,452.442265,273.2617759,233.8204439,606,38784,21.02141344,53.56620172,102.8314994,11604.944,A
0,98,,6873.352504,7717.278095,8157.392585,7739.297871,6873.352504,608,38912,17.87605498,64.96326553,134.9290577,13708.464,A
0,99,,8018.193512,8494.038411,9153.354767,8516.535672,8018.193512,613,39232,22.3356547,49.21866014,88.54110799,9476.88,A
0,100,,420.7802249,3722.719384,3429.964408,3429.964408,420.7802249,666,42624,25.06024427,45.55128952,77.66246997,8578.576,A
0,101,,8232.173059,8536.462701,9277.487152,8559.451999,8232.173059,667,42688,26.7632965,77.6662899,131.9163325,15998.512,A
0,102,,1603.765554,2143.078063,1321.023774,1321.023774,1603.765554,696,44544,22.95971095,53.31649287,87.3524321,10827.12,A
0,103,,7147.119049,7064.603324,8118.23611,7088.244729,7064.603324,699,44736,19.03418745,68.32170882,140.4559176,14304.912,A
0,104,,8604.398317,8575.405445,9619.873708,8598.493878,8575.405445,737,47168,19.99995902,63.02129633,101.7122326,13251.696,A
0,105,,1186.436634,3724.105227,1560.80489,1560.80489,1186.436634,804,51456,20.96490705,69.55579675,122.0915136,15249.152,A
0,106,,6718.428267,6879.574357,8303.649338,6900.120752,6718.428267,827,52928,28.64622841,58.51673398,93.23651115,11087.568,A
0,107,,102.29369,2226.509423,2190.061196,2190.061196,102.29369,841,53824,29.74454291,86.08417351,137.5843784,13779.824,A
0,108,,840.6759093,2090.795078,2379.438683,2105.402473,840.6759093,848,54272,28.00015864,65.11252069,90.91370063,11036.832,A
0,109,,208.5377702,2525.812306,2211.782885,2211.782885,208.5377702,889,56896,27.36457418,53.06787921,80.31680703,9840.368,A
0,110,,1769.998789,2969.131856,3265.791293,2986.570053,1769.998789,908,58112,24.25871604,65.44505044,107.6750011,13582.4,A
0,111,,405.2653537,1287.583814,3161.900622,1287.583814,405.2653537,913,58432,26.11393299,65.32376783,152.2970671,13905.472,A
0,112,,677.4068311,547.3426654,349.6512591,349.6512591,590.2271027,953,60992,25.93393877,51.39033462,92.32586855,11778.384,A
0,113,,471.9491642,3826.344255,2050.853482,2050.853482,471.9491642,954,61056,20.04435995,69.81180767,122.1286676,15887.056,A
0,114,,293.1484175,4778.721177,2251.445721,2251.445721,293.1484175,974,62336,22.0761455,80.0121399,117.2199138,16541.408,A
0,115,,7.999999774,1341.461939,793.8967315,793.8967315,7.999999774,974,62336,26.46107911,96.84900717,173.2787188,16716.944,A
0,116,,7392.48253,7329.982054,8398.366845,7353.316505,7329.982054,994,63616,21.8962279,68.15191384,137.9227754,17358.56,A
0,117,,493.1693525,2318.199222,1896.548383,1896.548383,493.1693525,999,63936,25.06621566,65.89871526,117.6232683,15333.136,A
0,118,,456.4559219,5019.343462,1988.583335,1988.583335,456.4559219,1027,65728,22.6561985,88.3474539,136.401285,18252.48,A
0,119,,118.9957999,2629.996288,2480.648163,2480.648163,118.9957999,1034,66176,28.57266778,85.40580363,141.3272316,17981.664,A
0,120,,3.999999887,2370.296215,2230.673545,2230.673545,3.999999887,1073,68672,31.15976927,59.90661568,81.7650462,11916.992,A
0,121,,1526.166443,2143.89911,1346.931299,1346.931299,1526.166443,1107,70848,27.99993126,59.60201131,103.9818031,12245.264,A
0,122,,6602.880603,6731.272606,8120.698112,6752.535228,6602.880603,1116,71424,23.06642497,70.81455475,131.9163065,19332.384,A
0,123,,896.8032148,1358.540317,568.0281561,568.0281561,896.8032148,1255,80320,38.88148169,73.7833832,112.2783291,16306.56,A
0,124,,231.0324589,1581.902666,1524.152253,1524.152253,231.0324589,1278,81792,27.50197252,69.29934539,109.144927,16176.24,A
0,125,,688.2906405,260.3382256,1905.197109,280.8843362,260.3382256,1321,84544,23.34845875,89.49368763,211.3484692,26561.232,A
0,126,,6382.962511,6517.472229,7926.115359,6538.732578,6382.962511,1337,85568,21.46718664,84.72132646,166.9812622,25428.752,A
0,127,,7863.342034,8594.848623,9141.410374,8617.271305,7863.342034,1365,87360,22.13880775,79.23416967,144.9928528,21683.344,A
0,128,,3760.091431,5172.671081,4402.157629,4402.157629,3760.091431,1433,91712,31.319927,64.40256742,106.2825293,15449.92,A
0,129,,7419.260328,7553.941487,8900.296962,7574.392839,7419.260328,1567,100288,29.92715919,69.2675345,113.872687,17766.064,A
0,130,,997.3243777,2309.417368,2364.51433,2321.533884,997.3243777,1568,100352,35.84420484,79.95819312,118.6991681,19624.896,A
0,131,,262.4804836,3172.463948,2796.643685,2796.643685,262.4804836,1669,106816,23.99997356,80.85503048,144.5905313,23887.984,A
0,132,,1747.496412,2775.472467,3372.609626,2800.345783,1747.496412,1696,108544,34.50237568,65.44950437,99.99823794,15834.832,A
0,133,,292.5747822,1376.761475,713.9635727,713.9635727,292.5747822,1698,108672,27.86939066,103.7242399,181.9446032,27963.824,A
0,134,,5.65685454,4104.970685,1972.969358,1972.969358,5.65685454,1704,109056,33.8225029,102.1060781,150.6592188,23306.064,A
0,135,,6616.446171,7491.409633,7912.050023,7513.13064,6616.446171,1715,109760,26.69219611,87.8457115,146.705813,27675.76,A
0,136,,8448.987501,8377.040103,9368.371138,8400.48051,8377.040103,1845,118080,25.57463797,103.2092123,188.6743681,25589.072,A
0,137,,6253.995707,6505.69973,7900.08562,6524.83368,6253.995707,1902,121728,33.4008215,79.34215953,165.3358995,23550.304,A
0,138,,1357.933684,3568.138936,1576.735826,1576.735826,1357.933684,1969,126016,29.11147508,83.20339843,140.1333731,22881.616,A
0,139,,282.7578385,1407.141781,1153.630819,1153.630819,282.7578385,1992,127488,31.32124192,70.56029093,118.1857045,21441.712,A
0,140,,2258.116183,1955.161451,1305.826913,1305.826913,1981.429705,2069,132416,33.58707171,71.0815919,114.5351283,19148.672,A
0,141,,521.1832672,1146.123964,1685.832672,1177.475269,521.1832672,2257,144448,30.60979038,88.36611606,162.7274987,24226.864,A
0,142,,7422.837371,7596.468549,8993.901247,7616.371022,7422.837371,2273,145472,59.42418012,129.1609875,213.201629,32523.712,A
0,143,,8565.80391,8555.169188,9633.251466,8578.183952,8555.169188,2428,155392,32.08106717,92.70708642,166.4860026,27588.816,A
0,144,,432.3516976,1729.93407,1129.743282,1129.743282,432.3516976,2637,168768,29.24709023,90.36380437,158.2396296,30563.792,A
0,145,,597.7825595,682.0322369,233.5808205,233.5808205,597.7825595,2647,169408,84.00002116,154.9763247,229.464279,36910.592,A
0,146,,1059.947181,1161.578211,955.1376934,955.1376934,1059.947181,2755,176320,31.04568759,109.7071512,202.148026,42422.544,A
0,147,,691.8265285,3515.219305,3046.782012,3046.782012,691.8265285,2773,177472,33.29218394,80.1956783,128.9948067,25198.464,A
0,148,,1555.835524,2618.362942,3175.128313,2641.638957,1555.835524,2878,184192,31.56273037,88.19365094,148.80674,29274.368,A
0,149,,5992.863862,6680.037131,7123.991963,6701.556686,5992.863862,2940,188160,37.39451255,80.10531514,128.9953974,24900.512,A
0,150,,7300.589459,7390.686278,8684.668501,7412.399555,7300.589459,3052,195328,28.56354481,92.17869064,181.3843,37524.096,A
0,151,,992.3386415,854.4471939,651.3247968,651.3247968,887.8378139,3250,208000,46.32862947,138.4557753,300.0000106,50646.592,A
0,152,,3050.196028,3628.269042,4722.877293,3647.484618,3050.196028,3277,209728,42.21300733,108.3064024,185.0346851,33623.184,A
0,153,,180.4438909,4694.71388,2092.156819,2092.156819,180.4438909,3292,210688,34.01010818,105.4066208,176.0439941,37633.792,A
0,154,,8.94427199,1278.230002,866.0069284,866.0069284,8.94427199,3364,215296,38.12101781,133.9951095,287.9996828,45104.928,A
0,155,,710.9993021,558.0537845,47.49736959,47.49736959,581.3639063,3379,216256,37.472142,139.72288,257.7057593,43931.136,A
0,156,,268.7452252,1106.99591,3302.571031,1106.99591,268.7452252,3486,223104,40.47805342,90.07774946,167.4749575,35655.584,A
0,157,,426.970729,611.6862323,503.0626085,503.0626085,426.970729,3494,223616,118.0639541,167.2517442,204.0614814,41142.704,A
0,158,,724.7620601,589.535432,1929.410246,604.9396575,589.535432,3503,224192,34.99087129,97.99245562,205.7822542,34994.736,A
0,159,,6556.942026,6809.374554,8200.609955,6828.609457,6556.942026,3534,226176,36.74941268,99.90766443,156.4501103,36791.936,A
0,160,,8342.677575,8441.386854,9690.626939,8463.08285,8342.677575,3553,227392,35.13753269,98.7199856,161.9085476,33716.048,A
0,161,,7081.218882,7276.924407,8716.904631,7297.108368,7081.218882,3566,228224,35.08135045,95.08530156,165.7444731,33763.632,A
0,162,,6980.155831,7291.799193,7888.506843,7331.094366,6980.155831,3866,247424,42.21616456,109.1715776,164.574693,35208.272,A
0,163,,488.0655524,528.3786777,341.9005736,341.9005736,488.0655524,3913,250432,93.41382644,205.8468856,251.2848243,45311.744,A
0,164,,6864.631359,6797.81715,7772.293429,6821.806437,6797.81715,4008,256512,32.16305013,150.867525,312.3548299,57193.536,A
0,165,,7082.364391,7095.033652,8291.673112,7117.897439,7082.364391,4016,257024,32.47724496,95.88282243,150.2012605,35330.864,A
0,166,,7674.100743,8145.763786,8788.441846,8168.232853,7674.100743,4353,278592,35.25553774,119.5818505,274.0091853,53668.096,A
0,167,,347.0792365,1921.357807,2513.760592,1921.357807,347.0792365,4395,281280,46.10791341,125.2593672,236.2287653,41626.592,A
0,168,,5850.733942,5771.528777,6787.255188,5796.204277,5771.528777,4473,286272,38.74218291,106.1065833,182.8728501,39756.976,A
0,169,,5408.955531,5462.86492,6216.760539,5504.168712,5408.955531,4920,314880,36.00007403,100.5246892,174.2445448,38511.056,A
0,170,,1792.64714,2393.8087,3456.972081,2415.539711,1792.64714,5223,334272,43.6061245,131.4035581,215.9995347,49227.072,A
0,171,,46.30334871,962.9703754,183.1720482,183.1720482,46.30334871,5423,347072,82.45605852,160.6665696,259.6783934,51275.12,A
0,172,,413.550481,1940.107268,2516.457698,1940.107268,413.550481,6128,392192,56.29678019,188.43423,409.4786004,71575.76,A
0,173,,250.8545549,4384.370186,2430.371069,2430.371069,250.8545549,6326,404864,101.0690926,247.4932298,390.3044082,93965.072,A
0,174,,7180.451121,7141.161859,8253.839042,7164.449926,7141.161859,6871,439744,38.24664198,123.4263169,208.8049384,60838.016,A
0,175,,12.0000001,3006.970701,2690.932888,2690.932888,12.0000001,7360,471040,69.38056976,164.8630798,352.0157393,82293.424,A
0,176,,117.9152207,896.3660321,3457.124876,896.3660321,117.9152207,7555,483520,67.17927077,131.6224767,268.8043402,72759.84,A
0,177,,8091.749805,8598.483873,9269.688235,8621.092093,8091.749805,7976,510464,40.57564806,127.85259,268.8389041,64624.816,A
0,178,,384.0625027,4465.945949,1685.082793,1685.082793,384.0625027,9238,591232,67.99996299,181.5367837,368.8027664,89453.088,A
0,179,,76.21023457,451.0787051,589.0738635,451.0787051,76.21023457,9417,602688,106.0743993,198.5452242,323.4165272,84832.8,A
0,180,,598.6785254,1839.769538,1154.025995,1154.025995,598.6785254,9726,622464,55.84156345,212.7112355,516.0000001,118167.44,A
0,181,,6689.916972,7056.641607,7871.139132,7073.939742,6689.916972,10026,641664,35.3115198,192.2478826,374.2296609,124192.192,A
0,182,,1021.191451,1161.495561,492.9259489,492.9259489,1021.191451,13207,845248,97.30019546,248.3030999,411.8061046,140165.936,A
0,183,,183.6082788,465.5319401,102.683984,102.683984,183.6082788,15148,969472,72.00014807,276.1686401,525.1190153,160254.304,A
0,184,,608.249934,785.518921,228.9803547,228.9803547,608.249934,20465,1309760,136.0001534,330.9316656,504.6304534,245854.656,A
0,185,,166.5653002,1253.226287,501.9322771,501.9322771,166.5653002,30477,1950528,113.5422765,369.3053915,741.4578174,305117.616,A
0,186,,744.3117624,1497.704943,710.5378472,710.5378472,744.3117624,36948,2364672,216.5109991,612.3686295,1129.628472,463333.392,A
0,187,,693.2589827,962.3139476,394.9075733,394.9075733,693.2589827,51354,3286656,158.3679859,449.3902805,944.9473682,596004.784,A
0,1,,170.0823304,317.3893504,982.3563687,382.1203904,170.0823304,1,64,3.999957698,5.895479235,6.928047497,81.408,B
0,2,,192.9144844,910.3932825,3667.858209,910.3932825,192.9144844,1,64,3.999957698,5.895479235,6.928047497,81.408,B
0,3,,280.3711823,1796.040124,2736.505849,1796.040124,280.3711823,1,64,3.999957698,5.895641654,6.928177864,81.408,B
0,4,,618.5919688,677.477658,99.51884294,99.51884294,618.5919688,1,64,3.999957698,5.895641654,6.928177864,81.408,B
0,5,,338.3252647,887.9639495,1621.623937,906.8097597,338.3252647,1,64,3.999957698,5.895479235,6.928047497,81.408,B
0,6,,361.2201738,832.278829,1658.365477,861.7563481,361.2201738,1,64,3.999957698,5.895479235,6.928047497,81.408,B
0,7,,24.33104918,1400.74269,1059.720717,1059.720717,24.33104918,1,64,3.999957698,5.895479235,6.928047497,81.408,B
0,8,,1789.677071,168.6179019,455.0516621,196.6519818,168.6179019,1,64,3.999957698,5.895479235,6.928047497,81.408,B
